"plot","GenusSpecies","basal_area","ResinP"
"P23","Inga ruiziana",0.00171289393698293,22.36
"P23","Alibertia edulis",0.00131143442050256,22.36
"P23","Maclura tinctoria",0.00131143442050256,22.36
"P23","Trichilia tuberculata",0.000966476613749049,22.36
"P23","Coussarea curvigemmia",0.000963502839552898,22.36
"P23","Casearia aculeata",0.000669099194133957,22.36
"P23","Piper colonense",0.000669099194133957,22.36
"P23","Zanthoxylum acuminatum",0.00058285974244558,22.36
"P23","Palicourea guianensis",0.000502567839149505,22.36
"P23","Piper aequale",0.000428223484245732,22.36
"P23","Rinorea sylvatica",0.000428223484245732,22.36
"P23","Stylogyne turbacensis",0.000359826677734261,22.36
"P23","Hirtella americana",0.000297377419615092,22.36
"campochagres","Gustavia superba",22.857774161191,22.8
"campochagres","Brosimum alicastrum",9.10542930110794,22.8
"campochagres","Trichilia tuberculata",8.3144349619004,22.8
"campochagres","Anacardium excelsum",5.80556906667911,22.8
"campochagres","Manilkara zapota",5.1971601021855,22.8
"campochagres","Sterculia apetala",3.80062132974808,22.8
"campochagres","Oxandra panamensis",3.52686104018273,22.8
"campochagres","Terminalia oblonga",2.97378615772633,22.8
"campochagres","Alseis blackiana",2.86404497724388,22.8
"campochagres","Coccoloba coronata",2.6243969240405,22.8
"campochagres","Exostema mexicanum",2.50622551162941,22.8
"campochagres","Ficus aurea",2.46804062604369,22.8
"campochagres","Nectandra martinicensis",2.11226128415417,22.8
"campochagres","Calycophyllum candidissimum",1.95890248637895,22.8
"campochagres","Coccoloba johnstonii",1.93986513072577,22.8
"campochagres","Bursera simaruba",1.72584589437258,22.8
"campochagres","Guapira campochagres",1.52944314537994,22.8
"campochagres","Schizolobium parahyba",1.4603790686649,22.8
"campochagres","Astronium graveolens",1.38263781767091,22.8
"campochagres","Trophis racemosa",1.23203717599312,22.8
"campochagres","Guarea guidonia",1.18561201413285,22.8
"campochagres","Zanthoxylum panamense",1.02974200261052,22.8
"campochagres","Cinnamomum triplinerve",1.01546113653583,22.8
"campochagres","Spondias radlkoferi",0.924252029666666,22.8
"campochagres","Cecropia obtusifolia",0.876846696631285,22.8
"campochagres","Dendropanax arboreus",0.841089444304869,22.8
"campochagres","Luehea seemannii",0.832096943640119,22.8
"campochagres","Trichilia martiana",0.759096985772284,22.8
"campochagres","Pouteria foveolata",0.460087790664918,22.8
"campochagres","Trema micrantha",0.403754541887178,22.8
"campochagres","Heisteria concinna",0.382559290003512,22.8
"campochagres","Trichilia pleeana",0.345947237233679,22.8
"campochagres","Garcinia intermedia",0.315892453643127,22.8
"campochagres","Swartzia simplex",0.310805441226524,22.8
"campochagres","Tetrathylacium johansenii",0.283144098877541,22.8
"campochagres","Rauvolfia littoralis",0.270181525042253,22.8
"campochagres","Protium tenuifolium",0.251007401318133,22.8
"campochagres","Chrysophyllum cainito",0.240012768059246,22.8
"campochagres","Trophis caucana",0.238409542338703,22.8
"campochagres","Triplaris cumingiana",0.225462164955742,22.8
"campochagres","Pogonopus exsertus",0.220337161408321,22.8
"campochagres","Adelia triloba",0.219725504202142,22.8
"campochagres","Talisia croatii",0.212659153869892,22.8
"campochagres","Inga sapindoides",0.20980601994542,22.8
"campochagres","Matayba glaberrima",0.198503658526902,22.8
"campochagres","Capparis frondosa",0.167252154315566,22.8
"campochagres","Urera caracasana",0.165451374714767,22.8
"campochagres","Urera baccifera",0.149878810192245,22.8
"campochagres","Pittoniotis trichantha",0.148940429261027,22.8
"campochagres","Pouteria glomerata",0.140286049660563,22.8
"campochagres","Hirtella triandra",0.137242960081997,22.8
"campochagres","Cecropia longipes",0.135708118396928,22.8
"campochagres","Cavanillesia platanifolia",0.132851185359373,22.8
"campochagres","Pseudobombax septenatum",0.130024645226473,22.8
"campochagres","Vasconcellea cauliflora",0.124679293120304,22.8
"campochagres","Annona spraguei",0.113703655426826,22.8
"campochagres","Posoqueria latifolia",0.109194108198665,22.8
"campochagres","Faramea occidentalis",0.108973759639917,22.8
"campochagres","Platymiscium pinnatum",0.0843441095302537,22.8
"campochagres","Ficus yoponensis",0.0787784088653368,22.8
"campochagres","Cojoba rufescens",0.07446261640435,22.8
"campochagres","Ouratea prominens",0.0720919698412727,22.8
"campochagres","Terminalia amazonia",0.0547072283787061,22.8
"campochagres","Sorocea affinis",0.0545856567600867,22.8
"campochagres","Pouteria campechiana",0.0502432705075269,22.8
"campochagres","Cryosophila warscewiczii",0.0418852217274468,22.8
"campochagres","Coussarea curvigemmia",0.0294203317058819,22.8
"campochagres","Rinorea sylvatica",0.0200669152983559,22.8
"campochagres","Piper reticulatum",0.00914066607494214,22.8
"campochagres","Eugenia principium",0.00866577693971032,22.8
"campochagres","Crateva tapia",0.00602539334782138,22.8
"campochagres","Eugenia galalonensis",0.0030620851439748,22.8
"campochagres","Talisia nervosa",0.002978504656174,22.8
"campochagres","Annona acuminata",0.00230226252760388,22.8
"campochagres","Stylogyne turbacensis",0.00151964523274184,22.8
"campochagres","Piper arboreum",0.00137147982254951,22.8
"campochagres","Ficus insipida",0.00109794368065598,22.8
"campochagres","Oxandra longipetala",0.000854800443417283,22.8
